,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
"120,12,1898,injured,QLD,-27.466666666666665,153.21666666666667,coastal,1.2,provoked,1,fishing,""['fishing', 'catch', 'baitfish']"",bit thigh,['thigh'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
121,2,1899,injured,NSW,-33.78333333333333,151.21666666666667,deep_coast,Unknown,unprovoked,1,swimming,[],bit thigh,['thigh'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
122,12,1899,injured,QLD,-27.55,153.18333333333334,deep_coast,Unknown,unprovoked,1,swimming,[],bit leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
123,1,1900,injured,NSW,-33.85,151.15,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['thigh'],major lacerations,M,Unknown,Unknown,1200.0,media outlet,bull shark (Carcharhinus leucas)
124,1,1900,injured,NT,-11.6,130.95,coastal,Unknown,unprovoked,Unknown,swimming,[],bit arm,['arm'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
125,9,1900,injured,QLD,-19.25,146.81666666666666,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['calf'],major lacerations,M,Unknown,Unknown,2100.0,media outlet,tiger shark (Galeocerdo cuvier)
126,11,1900,fatal,QLD,-10.55,142.38333333333333,island,Unknown,provoked,Unknown,snorkeling,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,media outlet,Unknown
127,12,1900,fatal,NSW,-33.78333333333333,151.23333333333332,deep_coast,Unknown,unprovoked,1,swimming,['swimming'],bit victim on leg,['leg'],major lacerations,M,21.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
128,1,1901,injured,NT,-11.6,130.95,coastal,Unknown,unprovoked,Unknown,swimming,[],bit victim on leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"129,1,1901,fatal,QLD,-27.466666666666665,153.0,river,Unknown,unprovoked,1,swimming,""['swimming', 'Nearby dolphins']"",bit victim on leg,['thigh'],major lacerations,M,13.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
130,2,1901,injured,QLD,-16.85,145.75,river,Unknown,provoked,1,swimming,[],bit head,['head'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"131,4,1901,injured,QLD,-10.566666666666666,142.21666666666667,island,Unknown,provoked,Unknown,snorkeling,[],bit victim on stomach,""['shoulder', 'torso']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
132,4,1901,injured,QLD,-10.566666666666666,142.21666666666667,island,Unknown,provoked,Unknown,snorkeling,[],bit victim on shoulder,['torso'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"133,12,1901,injured,QLD,-27.466666666666665,153.0,deep_coast,2.0,unprovoked,1,swimming,['swimming'],bit victim on torso,""['torso', 'leg', 'pelvic region']"",major lacerations,M,Unknown,hit shark with hands & feet,1335.0,media outlet,bull shark (Carcharhinus leucas)"
134,1,1902,injured,QLD,-27.483333333333334,153.0,river,Unknown,unprovoked,1,swimming,[],bit victim on legs,['leg'],major lacerations,M,16.0,Unknown,1200.0,media outlet,bull shark (Carcharhinus leucas)
"135,1,1902,injured,QLD,-27.433333333333334,153.16666666666666,coastal,Unknown,provoked,1,swimming,""['swimming', 'Nearby Horse']"",grazed victim with fin,['torso'],abrasion,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
136,1,1903,fatal,NSW,-33.81666666666667,151.15,river,3.0,unprovoked,1,swimming,['snorkelling'],bit victim on leg,['leg'],major lacerations,M,20.0,punched and kicked shark,1700.0,media outlet,bull shark (Carcharhinus leucas)
137,2,1903,uninjured,NSW,-36.63333333333333,150.0,deep_coast,1.8,provoked,1,fishing,['catch'],bit trouser leg,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
138,3,1903,fatal,QLD,-27.7,153.28333333333333,river,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
139,5,1903,uninjured,NSW,-34.666666666666664,150.85,coastal,3.0,provoked,1,diving,[],swam towards diver,['uninjured'],Unknown,M,Unknown,hit shark with spear,Unknown,media outlet,whaler shark (Carcharhinidae)
140,3,1904,injured,QLD,-27.416666666666668,153.11666666666667,river,Unknown,unprovoked,1,swimming,[],bit torso,['torso'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
141,3,1905,injured,NSW,-28.8,153.26666666666668,river,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
142,12,1905,fatal,QLD,-10.2,142.15,island,Unknown,provoked,1,snorkeling,[],bit victim on leg,['thigh'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
143,1,1906,fatal,NSW,-33.983333333333334,151.06666666666666,river,2.0,unprovoked,1,swimming,['swimming'],bit victim on leg,['leg'],major lacerations,M,33.0,Unknown,1410.0,media outlet,bull shark (Carcharhinus leucas)
144,4,1906,fatal,QLD,-14.666666666666666,145.45,island,Unknown,unprovoked,1,swimming,[],bit victim on arms,['arm'],major lacerations,M,Unknown,hit at shark,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"145,8,1906,fatal,QLD,-9.95,142.16666666666666,island,Unknown,provoked,1,snorkeling,[],bit diver on torso,""['arm', 'shoulder', 'torso']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
146,12,1906,uninjured,NSW,-35.7,150.18333333333334,coastal,Unknown,unprovoked,1,motorised_boating,[],bit clothing - pants,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
147,2,1907,fatal,QLD,-19.25,146.81666666666666,deep_coast,3.2,unprovoked,1,swimming,['Nearby dolphins'],bit victim from below,[],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
148,8,1907,injured,WA,-28.85,113.9,island,Unknown,provoked,1,snorkeling,[],bit victim on legs,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"149,10,1907,injured,NSW,-32.93333333333333,151.75,coastal,1.8,unprovoked,1,swimming,[],bit victim on arm,""['shoulder', 'torso']"",major lacerations,M,26.0,Unknown,1000.0,media outlet,white shark (Carcharodon carcharias)"
150,12,1907,fatal,NSW,-33.78333333333333,151.23333333333332,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on body,['torso'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
151,1,1909,injured,NSW,-33.483333333333334,151.3,deep_coast,Unknown,unprovoked,Unknown,swimming,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,book,bull shark (Carcharhinus leucas)
152,1,1910,fatal,NSW,-32.9,151.76666666666668,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,16.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"153,2,1910,injured,WA,-33.31666666666667,115.61666666666666,coastal,1.8,unprovoked,1,swimming,""['Nearby Horse', 'Dead horse']"",bit victim multiple times,""['shoulder', 'torso', 'leg']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
154,3,1910,uninjured,WA,-34.36666666666667,115.11666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit shoe,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,Unknown
155,11,1910,injured,QLD,-21.166666666666668,149.23333333333332,island,3.0,unprovoked,1,swimming,[],bit victim on foot,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,Unknown
"156,2,1911,uninjured,WA,-20.383333333333333,116.86666666666666,coastal,Unknown,unprovoked,1,swimming,""['commotion/splashing', 'commotion']"",several attempted bites,['uninjured'],Unknown,M,Unknown,fended shark off with knife,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"157,3,1911,fatal,QLD,-10.566666666666666,142.21666666666667,island,Unknown,unprovoked,1,swimming,[],bit victim on uper thigh & torso,""['torso', 'thigh']"",major lacerations,M,16.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
158,10,1911,injured,QLD,-15.483333333333333,145.4,island,Unknown,provoked,1,snorkeling,[],bit victim on legs,['leg'],major lacerations,M,23.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"159,1,1912,injured,NSW,-33.833333333333336,151.16666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,""['leg', 'pelvic region']"",major lacerations,M,Unknown,Unknown,Unknown,book,dusky shark (Carcharhinus obscurus)"
160,1,1912,fatal,NSW,-33.81666666666667,151.15,river,3.0,unprovoked,1,swimming,['baitfish'],bit victim on leg,['thigh'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
161,1,1912,fatal,QLD,-19.45,146.6,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
162,2,1912,uninjured,WA,-33.31666666666667,115.63333333333334,coastal,Unknown,provoked,1,diving,['metal_helmet'],Unknown,['uninjured'],Unknown,M,Unknown,stabbed shark with wooden pailing,Unknown,media outlet,wobbegong (Orectolobidae)
"163,2,1912,injured,SA,-37.583333333333336,140.33333333333334,coastal,2.4,provoked,1,fishing,['fishing'],bit victim on hand,""['arm', 'hand']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
"164,2,1912,injured,NSW,-33.916666666666664,151.25,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,""['foot', 'calf']"",major lacerations,M,Unknown,Unknown,1600.0,media outlet,white shark (Carcharodon carcharias)"
165,11,1912,injured,QLD,-27.316666666666666,153.05,coastal,2.7,unprovoked,1,swimming,[],bit leg - swam away,['leg'],major lacerations,M,35.0,kick at shark,1750.0,media outlet,tiger shark (Galeocerdo cuvier)
166,3,1913,injured,QLD,-10.566666666666666,142.21666666666667,island,Unknown,provoked,1,snorkeling,[],bit victims head,['head'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"167,5,1913,injured,NSW,-29.4,153.33333333333334,river,Unknown,provoked,1,fishing,""['fishing', 'catch', 'baitfish']"",bit victim on leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
168,6,1913,injured,QLD,-10.2,142.15,island,Unknown,provoked,1,swimming,[],bit victim on face,['head'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,Unknown
169,11,1913,injured,QLD,-27.316666666666666,153.05,coastal,2.5,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,13.0,punched and kicked shark,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
170,12,1913,injured,SA,-35.05,138.45,coastal,Unknown,unprovoked,1,swimming,['swimming'],bit victim on leg,['leg'],minor lacerations,M,Unknown,pushed shark away and splashed water,2030.0,media outlet,white shark (Carcharodon carcharias)
171,1,1914,uninjured,NSW,-33.85,151.15,deep_coast,Unknown,unprovoked,1,boating,[],bumped hull of craft,['uninjured'],Unknown,M,Unknown,hit shark with paddle,1800.0,media outlet,bull shark (Carcharhinus leucas)
172,1,1914,injured,QLD,-27.316666666666666,153.05,coastal,1.7,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,F,Unknown,Unknown,1000.0,media outlet,wobbegong (Orectolobidae)
173,2,1914,injured,NSW,-33.833333333333336,151.06666666666666,river,Unknown,unprovoked,1,boating,[],bit canoe,['torso'],abrasion,M,23.0,splashed water with feet and hands,Unknown,media outlet,bull shark (Carcharhinus leucas)
"174,2,1914,injured,SA,-35.233333333333334,136.96666666666667,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on foot,['foot'],minor lacerations,M,Unknown,splashing water and shaking foot,Unknown,media outlet,wobbegong (Orectolobidae)"
175,4,1914,injured,NSW,-29.433333333333334,153.18333333333334,river,Unknown,provoked,1,fishing,['baiting'],bit foot,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
176,6,1914,fatal,VIC,-37.95,145.0,coastal,Unknown,unprovoked,1,swimming,[],bit victim,['unrecovered_body'],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
177,12,1914,injured,QLD,-19.166666666666668,146.83333333333334,coastal,Unknown,unprovoked,1,swimming,[],bit thigh,['thigh'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,Unknown
178,12,1914,injured,WA,-31.983333333333334,115.73333333333333,coastal,0.8,provoked,1,Unknown,[],bit victim on leg,['calf'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
179,1,1915,fatal,NSW,-33.833333333333336,151.23333333333332,deep_coast,Unknown,unprovoked,1,swimming,['swimming'],bit leg,['thigh'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
180,2,1915,injured,QLD,-27.266666666666666,153.21666666666667,coastal,Unknown,unprovoked,1,boating,[],bit victim on foot,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"181,11,1915,injured,NSW,-33.78333333333333,151.28333333333333,coastal,Unknown,unprovoked,1,swimming,[],bit victim on foot,""['leg', 'foot']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
"182,11,1915,injured,QLD,-27.316666666666666,153.06666666666666,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on arm & chest,""['arm', 'torso']"",minor lacerations,M,8.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
183,2,1916,uninjured,TAS,-41.05,145.75,coastal,1.5,provoked,1,diving,['metal_helmet'],bit boot,['uninjured'],Unknown,M,Unknown,stabbed shark with knife,Unknown,media outlet,wobbegong (Orectolobidae)
184,3,1916,injured,NSW,-33.766666666666666,151.28333333333333,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
185,11,1916,fatal,QLD,-19.233333333333334,146.8,coastal,Unknown,unprovoked,1,swimming,[],Unknown,[],Unknown,M,27.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
186,11,1916,fatal,QLD,-19.233333333333334,146.81666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,Unknown,Unknown,1800.0,media outlet,tiger shark (Galeocerdo cuvier)
187,11,1916,injured,WA,-20.0,119.36666666666666,coastal,3.7,provoked,1,snorkeling,[],bit leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
188,11,1916,fatal,WA,-20.0,119.33333333333333,coastal,3.7,provoked,1,snorkeling,[],bit leg off,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"189,12,1916,fatal,NSW,-33.78333333333333,151.21666666666667,deep_coast,Unknown,unprovoked,1,standing,['swimming'],bit torso,""['arm', 'torso']"",major lacerations,M,41.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
190,12,1916,fatal,QLD,-23.116666666666667,150.75,coastal,3.0,unprovoked,1,swimming,['swimming'],bit victim on leg,['calf'],major lacerations,M,26.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"191,6,1917,injured,QLD,-27.233333333333334,153.21666666666667,coastal,Unknown,provoked,1,fishing,""['fishing', 'catch', 'baitfish']"",attempted to bite victim,['leg'],minor lacerations,M,Unknown,kicked at shark,Unknown,media outlet,whaler shark (Carcharhinidae)"
192,12,1917,injured,WA,-20.3,118.58333333333333,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['thigh'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"193,1,1918,injured,NSW,-32.666666666666664,152.15,coastal,Unknown,provoked,1,fishing,['cleaning'],bit victim on hand,""['arm', 'hand']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
"194,3,1918,injured,NSW,-32.916666666666664,151.78333333333333,coastal,Unknown,unprovoked,Unknown,swimming,['swimming'],bit victim on arm,""['arm', 'hand']"",major lacerations,M,Unknown,pushed at shark,1715.0,media outlet,white shark (Carcharodon carcharias)"
195,3,1918,injured,QLD,-28.15,153.51666666666668,coastal,Unknown,provoked,1,swimming,[],bit foot,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
196,3,1918,injured,NSW,-28.15,153.1,coastal,Unknown,unprovoked,1,swimming,[],bit leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"197,4,1918,uninjured,NSW,-26.416666666666668,150.06666666666666,coastal,Unknown,provoked,1,diving,""['fishing', 'spearfishing']"",bit boot,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
198,4,1918,uninjured,NSW,-33.86666666666667,151.2,river,Unknown,unprovoked,1,swimming,[],bumped into victim,['uninjured'],Unknown,M,28.0,hit shark on nose several times,900.0,media outlet,bull shark (Carcharhinus leucas)
199,9,1918,fatal,QLD,-19.25,146.81666666666666,coastal,2.2,unprovoked,1,swimming,[],bit leg,['leg'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
200,11,1918,fatal,QLD,-16.7,146.05,ocean,Unknown,provoked,1,snorkeling,[],bit torso,['torso'],major lacerations,M,Unknown,Unknown,1500.0,media outlet,tiger shark (Galeocerdo cuvier)
"201,1,1919,injured,NSW,-32.916666666666664,151.78333333333333,coastal,3.7,unprovoked,1,swimming,['swimming'],bit victim on leg,""['hand', 'torso', 'calf']"",major lacerations,M,19.0,pushed at shark,Unknown,media outlet,white shark (Carcharodon carcharias)"
202,1,1919,fatal,NSW,-33.833333333333336,151.23333333333332,deep_coast,3.5,unprovoked,1,swimming,['fishing'],bit victim on leg,['thigh'],major lacerations,M,13.0,Unknown,730.0,media outlet,bull shark (Carcharhinus leucas)
203,1,1919,fatal,QLD,-19.45,146.6,deep_coast,Unknown,unprovoked,1,swimming,['fishing'],bit victim on leg,['leg'],major lacerations,M,38.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
204,12,1919,injured,QLD,-27.083333333333332,153.45,coastal,Unknown,provoked,1,swimming,[],bit leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"205,12,1919,fatal,NSW,-30.916666666666668,153.01666666666668,river,Unknown,unprovoked,1,swimming,[],bit victim on leg,""['foot', 'calf']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
206,1,1920,fatal,NSW,-32.9,151.75,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,12.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"207,2,1920,uninjured,NSW,-33.333333333333336,151.5,deep_coast,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit sock,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
208,3,1920,injured,QLD,-19.25,146.81666666666666,coastal,Unknown,unprovoked,1,swimming,['swimming'],bit victim on body,['torso'],major lacerations,M,20.0,Unknown,1900.0,media outlet,tiger shark (Galeocerdo cuvier)
"209,7,1920,injured,QLD,-20.9,151.71666666666667,coastal,Unknown,provoked,1,snorkeling,[],bit victim on shoulder/arm,""['arm', 'shoulder', 'torso']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"210,11,1920,injured,NSW,-32.2,152.55,coastal,Unknown,provoked,1,snorkeling,[],bit hand,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
